X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
-338.682624331904,-468.887338881519,-42.2774228051864,-38.4968573557689,-64.6065883047734,-262.953765372456,-239.167356324956,-55.5030400634982,-49.3513229757087,-210.700528199646
-336.104995729133,-468.85138946397,-42.1221611524009,-38.8712790303922,-66.5257881405073,-265.145729309242,-241.615399918413,-58.5246912204963,-51.5842477337886,-213.54340793347
-333.643371710145,-468.939206498309,-42.105014355674,-39.3800600199641,-68.5506945452899,-267.436875017755,-244.158198777328,-61.641399568222,-53.9188816381324,-216.475593588973
-331.29424586739,-469.14618375019,-42.2209685436601,-40.01764235482,-70.677269126544,-269.823171119237,-246.792144501734,-64.8495407250208,-56.3509849534536,-219.493798847885
-329.054273955051,-469.467940432193,-42.4652104098446,-40.7787387494563,-72.9017299012721,-272.300898670539,-249.513907998847,-68.1458179197099,-58.8766562703397,-222.595005872903
-326.920268053,-469.900311485763,-42.8331228171779,-41.6583292012152,-75.2205337170439,-274.866621671191,-252.320413024097,-71.5272264419774,-61.4922999946544,-225.776438432829
-324.889189975412,-470.43933804962,-43.320280135493,-42.6516553612764,-77.630360067807,-277.517160756562,-255.208812694352,-74.9910228884995,-64.1945974338311,-229.035538346072
-322.958144137138,-471.08125810232,-43.9224434010033,-43.7542130830569,-80.128096114012,-280.249569720161,-258.176468607125,-78.5346984727563,-66.98048106011,-232.369944776639
-321.124370082546,-471.822497284944,-44.635555342852,-44.9617435533064,-82.7108227681092,-283.06111454432,-261.22093224659,-82.1559557894984,-69.8471115786705,-235.77747598917
-319.385234861512,-472.659659920752,-45.4557352937083,-46.2702233862195,-85.3758017421433,-285.949254652807,-264.339928398388,-85.8526885260229,-72.7918574719512,-239.25611322991
-317.738225411134,-473.589520254008,-46.379273987257,-47.6758540207317,-88.1204634781842,-288.911626130886,-267.531340331193,-89.62296369574,-75.8122767303998,-242.803986450954
-316.180941073669,-474.60901393157,-47.4026282415758,-49.1750507136353,-90.9423958980951,-291.946026687514,-270.793196534293,-93.4650060381913,-78.9061005146757,-246.419361637223
-314.711086353589,-475.715229749675,-48.5224155302088,-50.7644313718898,-93.839333919244,-295.05040216069,-274.123658827595,-97.3771842864016,-82.0712185252189,-250.10062953101
-313.326463991173,-476.905401685481,-49.735408449069,-52.4408054202643,-96.8091496891453,-298.222834390592,-277.521011684084,-101.357999049396,-85.3056658824158,-253.846295578654
-312.024968407445,-478.176901229196,-51.0385290946883,-54.2011628574656,-99.8498434960389,-301.461530306075,-280.983652625137,-105.406072096672,-88.607611344659,-257.654970948897
-310.804579555824,-479.5272300285,-52.4288433761335,-56.0426636162849,-102.959535315029,-304.76481208864,-284.510083566849,-109.520136863865,-91.9753467127425,-261.525364493626
-309.663357199671,-480.95401285287,-53.9035552881531,-57.9626273113618,-106.136456951242,-308.131108294342,-288.098903010812,-113.699030025881,-95.4072772875743,-265.456275539621
-308.599435621656,-482.454990881514,-55.4600011763982,-59.958523431751,-109.378944742914,-311.558945828441,-291.748798986113,-117.941684006513,-98.9019132644167,-269.446587415073
-307.61101876037,-484.028015315139,-57.0956440268739,-62.0279620141134,-112.68543278866,-315.046942680221,-295.458542660811,-122.247120312535,-102.457861961054,-273.495261627614
-306.69637576152,-485.671041308692,-58.808067811322,-64.1686848154527,-116.054446664475,-318.5938013364,-299.226982551183,-126.614443596404,-106.073820789693,-277.601332621589
-305.853836924971,-487.38212221968,-60.5949719183932,-66.3785569912198,-119.484597597398,-322.198302801261,-303.053039265677,-131.042836365259,-109.748570893231,-281.76390305179
-305.081790024647,-489.15940416452,-62.4541656976007,-68.6555592746953,-122.974577064263,-325.859301160062,-306.935700728117,-135.531554265462,-113.480971376011,-285.982139518926
-304.378676975478,-491.001120873728,-64.3835631395421,-70.9977806462564,-126.523151785441,-329.575718629689,-310.874017831227,-140.079921881776,-117.26995406744,-290.255268719124
-303.742990820011,-492.905588835471,-66.3811777120482,-73.4034114759293,-130.129159085114,-333.346541047012,-314.867100477326,-144.687328998698,-121.114518764102,-294.582573965728
-303.173273006678,-494.871202716081,-68.4451173680226,-75.8707371190912,-133.791502591211,-337.170813751085,-318.914113968036,-149.353227278707,-125.013728902339,-298.963392046908
-302.668110931906,-496.896431045515,-70.5735797369687,-78.3981319429479,-137.509148249792,-341.047637820286,-323.014275709209,-154.077127318425,-128.966707618797,-303.397110387084
-302.226135719048,-498.979812155397,-72.7648475086909,-80.9840537601837,-141.281120630254,-344.976166629908,-327.166852201163,-158.858596049153,-132.972634161356,-307.883164484127
-301.846020208334,-501.119950357092,-75.0172840144916,-83.6270386456988,-145.10649949933,-348.955602699512,-331.371156287634,-163.697254452922,-137.030740617091,-312.42103559772
-301.526477133653,-503.31551234734,-77.329329008403,-86.3256961124452,-148.984416643378,-352.985194802765,-335.626544639845,-168.592775569387,-141.14030892771,-317.010248667298
-301.266257463717,-505.565223829095,-79.699494648607,-89.0787046228607,-152.914052919919,-357.064235315427,-339.932415454685,-173.544882772547,-145.300668166216,-321.65037044061
-301.064148887106,-507.867866335534,-82.1263616771989,-91.8848074131934,-156.894635520791,-361.192057779821,-344.288206348299,-178.553348299507,-149.511192051465,-326.341007796316
-300.918974422636,-510.222274245515,-84.6085757948169,-94.7428086089804,-160.925435430609,-365.368034666384,-348.6933924284,-183.617992016468,-153.7712966799,-331.081806246111
-300.82959113843,-512.627331979222,-87.1448442253575,-97.6515696110475,-165.00576506545,-369.591575314992,-353.147484530452,-188.738680409714,-158.080438455997,-335.872448603691
-300.794888964992,-515.081971363176,-89.7339324649895,-100.610005732561,-169.134976077878,-373.862124040537,-357.650027604413,-193.915325791818,-162.438112205038,-340.712653809579
-300.813789589348,-517.585169154272,-92.374661208932,-103.617083068859,-173.312457315478,-378.179158388861,-362.20059924021,-199.147885715501,-166.843849453592,-345.602175902308
-300.88524541903,-520.135944713045,-95.0659034489318,-106.671815582966,-177.537632921113,-382.542187530564,-366.798808321326,-204.436362589664,-171.297216864749,-350.54080312782
-301.008238606197,-522.733357816833,-97.8065817340348,-109.77326239088,-181.809960564021,-386.950750781501,-371.444293797034,-209.780803494065,-175.797814816551,-355.528357180198
-301.181780123623,-525.376506604045,-100.595665587058,-112.92052523182,-186.128929791778,-391.404416239887,-376.136723564834,-215.181300191029,-180.345276113397,-360.564692567988
-301.404908885527,-528.064525641232,-103.432169069107,-116.112746109704,-190.494060493899,-395.902779530963,-380.875793455523,-220.637989334379,-184.93926482136,-365.649696101454
-301.676690907343,-530.796584105152,-106.31514848452,-119.349105093165,-194.904901468647,-400.445462651071,-385.661226314172,-226.151052877597,-189.579475219395,-370.783286497107
-301.996218499523,-533.571884072483,-109.243700218748,-122.628818262317,-199.36102908525,-405.032112903799,-390.492771171022,-231.720718685018,-194.265630859404,-375.965414096837
-302.362609491297,-536.389658910305,-112.21695870185,-125.951135791448,-203.862046034373,-409.662401921586,-395.37020249694,-237.347261351646,-198.997483728985,-381.19606069988
-302.775006481086,-539.249171760886,-115.234094490518,-129.315340157595,-208.40758016027,-414.336024766825,-400.29331953874,-243.031003239043,-203.77481351149,-386.475239506791
-303.232576110847,-542.149714114751,-118.294312461807,-132.720744465767,-212.997283368552,-419.052699107099,-405.261945730179,-248.772315736604,-208.597426938803,-391.802995175489
-303.734508362188,-545.090604466363,-121.396850112013,-136.166690882284,-217.630830603995,-423.812164459719,-410.275928174964,-254.571620759477,-213.465157232866,-397.179403990344
-304.28001587252,-548.071187047158,-124.540975954476,-139.652549168385,-222.307918893274,-428.614181501192,-415.33513719858,-260.429392496378,-218.377863632728,-402.604574146219
-304.868333269871,-551.090830630983,-127.72598801034,-143.177715306855,-227.028266447888,-433.458531437724,-420.439465966152,-266.346159422636,-223.335431004406,-408.078646150344
-305.498716525287,-554.14892740735,-130.951212386662,-146.741610214994,-231.791611822945,-438.34501543322,-425.588830163994,-272.322506595889,-228.337769531517,-413.601793345879
-306.170442321991,-557.244891918199,-134.216001936519,-150.343678537788,-236.597713127789,-443.273454091624,-430.783167742831,-278.359078254036,-233.384814485157,-419.174222562142
-306.882807440635,-560.378160054164,-137.519734996103,-153.983387515597,-241.446347284807,-448.243686990781,-436.022438721062,-284.456580737183,-238.476526072075,-424.796174897573
-307.635128160164,-563.548188106604,-140.861814194046,-157.660225921133,-246.337309333008,-453.255572265277,-441.306625046751,-290.615785757403,-243.612889360722,-430.467926642783
-308.426739673882,-566.754451871915,-144.241665328538,-161.373703060918,-251.27041177326,-458.308986236029,-446.635730517354,-296.837534042019,-248.793914285319,-436.189790352376
-309.256995520437,-569.996445804854,-147.658736308031,-165.123347836751,-256.245483952314,-463.403823084624,-452.009780756484,-303.122739377729,-254.019635728618,-441.962116075742
-310.125267029461,-573.273682217865,-151.112496151619,-168.908707863094,-261.262371482973,-468.539994570655,-457.428823247329,-309.472393083905,-259.290113684597,-447.785292758663
-311.03094278167,-576.585690523555,-154.602434045393,-172.72934863658,-266.320935697969,-473.717429790532,-462.89292742261,-315.887568943561,-264.605433502913,-453.659749829435
-311.973428083256,-579.932016517696,-158.128058451329,-176.58485275414,-271.421053135333,-478.936074976438,-468.402184811237,-322.369428619356,-269.965706217543,-459.585958985286
-312.952144454393,-583.312221700278,-161.688896265477,-180.474819176512,-276.562615053202,-484.195893334305,-473.95670924211,-328.919227578804,-275.371068962662,-465.564436197189
-313.966529131714,-586.725882632324,-165.284492022427,-184.398862534137,-281.745526972199,-489.496864919852,-479.556637105786,-335.5383215469,-280.821685479526,-471.595743953847
-315.016034584598,-590.172590326317,-168.914407143223,-188.356612472689,-286.969708243664,-494.838986551927,-485.202127674975,-342.228173494135,-286.31774671881,-477.680493768578
-316.100128045109,-593.651949668238,-172.578219224075,-192.347713035651,-292.235091642196,-500.222271762523,-490.893363485142,-348.990361151838,-291.859471543683,-483.819348976259
-317.218291051408,-597.163578869343,-176.275521363411,-196.371822081597,-297.541622981075,-505.646750783029,-496.630550776706,-355.826585022379,-297.447107539727,-490.013027851334
-318.370019004465,-600.707108945942,-180.005921524938,-200.428610733956,-302.88926074929,-511.112470566396,-502.413920000661,-362.738676815908,-303.080931938779,-496.262307082299
-319.554820737867,-604.282183225533,-183.769041934571,-204.517762861236,-308.277975769025,-516.619494845058,-508.243726389652,-369.728608193584,-308.761252664786,-502.568025643075
-320.77221810053,-607.888456877778,-187.564518509193,-208.638974585818,-313.707750872569,-522.167904224591,-514.120250596856,-376.798499624109,-314.488409510936,-508.931089107337
-322.021745552072,-611.525596468891,-191.392000315367,-212.791953819568,-319.178580597736,-527.757796313212,-520.043799405263,-383.950629058595,-320.262775458581,-515.352474458329
-323.302949770646,-615.193279538105,-195.251149056242,-216.976419824635,-324.690470901002,-533.389285887356,-526.014706510225,-391.187439989746,-326.084758149908,-521.833235453894
-324.615389272955,-618.891194194972,-199.141638584985,-221.192102797933,-330.243438887648,-539.062505093701,-532.033333378401,-398.51154827483,-331.954801527875,-528.374508614565
-325.958634046229,-622.619038736324,-203.063154443215,-225.438743477901,-335.837512558326,-544.77760368813,-538.100070186476,-405.925746858065,-337.873387658734,-534.977519911495
-327.332265191887,-626.376521281809,-207.015393422985,-229.716092772232,-341.472730571546,-550.534749312228,-544.215336843237,-413.433007218904,-343.84103875443,-541.643592240733
-328.735874580609,-630.163359426971,-210.998063150967,-234.023911405366,-347.149142021677,-556.334127808037,-550.379584098844,-421.036475998199,-349.858319414383,-548.374153780669
-330.169064518562,-633.979279912922,-215.010881693576,-238.361969584607,-352.866806232154,-562.175943571908,-556.593294745238,-428.739464830473,-355.925839108695,-555.170747339925
-331.631447424487,-637.824018311703,-219.053577181851,-242.730046683829,-358.625792563648,-568.060419948369,-562.856984911774,-436.545430984114,-362.044254927571,-562.035040812884
-333.122645517364,-641.697318726486,-223.125887454996,-247.127930943771,-364.426180237052,-573.987799665052,-569.171205460209,-444.457946078965,-368.214274624917,-568.968838868087
-334.642290514386,-645.598933505841,-227.227559721521,-251.555419188035,-370.268058171209,-579.958345309786,-575.536543483086,-452.480650080386,-374.436659987521,-575.974095998756
-336.190023338929,-649.528622971313,-231.358350237051,-256.012316553908,-376.15152483536,-585.972339851068,-581.953623909375,-460.617188211539,-380.712230565124,-583.052931061318
-337.765493838266,-653.486155157612,-235.518023997854,-260.498436237251,-382.076688116375,-592.03008720315,-588.423111220873,-468.871129691682,-387.041867800929,-590.207643411401
-339.368360510702,-657.471305564779,-239.706354449269,-265.013599250674,-388.043665200869,-598.131912837066,-594.945711282229,-477.24586957077,-393.42651960678,-597.440730708669
-340.998290241889,-661.483856921689,-243.923123208218,-269.557634194353,-394.052582472355,-604.278164438915,-601.522173286589,-485.744518422628,-399.867205432251,-604.754908388362
-342.65495805,-665.523598960334,-248.168119799054,-274.130377038805,-400.103575423628,-610.469212616722,-608.153291817534,-494.36978879774,-406.365021882242,-612.153130667379
-344.338046839514,-669.590328200333,-252.441141402057,-278.731670919054,-406.196788584604,-616.705451657161,-614.83990902619,-503.123890942753,-412.921148943139,-619.63861273376
-346.047247163329,-673.683847743163,-256.741992613899,-283.361365939606,-412.332375465829,-622.987300333323,-621.582916919935,-512.00845170799,-419.536856883058,-627.214853411784
-347.782256992931,-677.803967075628,-261.070485219478,-288.019318989717,-418.510498517924,-629.315202764578,-628.383259755846,-521.024468446442,-426.213513896614,-634.885657028739
-349.542781496358,-681.950501882113,-265.426437974527,-292.705393568473,-424.73132910716,-635.689629329376,-635.241936527667,-530.172304077124,-432.952594568572,-642.655152332229
-351.328532823709,-686.123273865208,-269.809676398467,-297.419459619215,-430.99504750738,-642.11107763148,-642.160003529442,-539.451722108174,-439.755689232634,-650.527804983462
-353.139229899928,-690.322110574282,-274.220032576972,-302.161393372889,-437.301842908405,-648.580073519775,-649.138576971534,-548.861953909721,-446.624514300066,-658.508418224777
-354.974598224634,-694.546845241648,-278.657344973787,-306.931077199924,-443.651913440997,-655.09717216119,-656.178835615362,-558.401786835382,-453.560923625814,-666.602113656905
-356.834369678744,-698.797316625959,-283.121458251331,-311.728399470271,-450.045466218387,-661.66295916558,-663.282023381052,-568.069661332519,-460.566920964045,-674.814280693869
-358.718282337664,-703.073368862491,-287.61222309967,-316.553254421247,-456.482717394213,-668.27805176048,-670.449451866997,-577.863767114969,-467.644673536102,-683.150479692696
-360.626080290809,-707.374851320003,-292.129496073448,-321.405542032871,-462.96389223662,-674.943100012454,-677.682502701197,-587.782131504545,-474.796526685248,-691.616281527604
-362.557513467244,-711.701618463885,-296.673139436414,-326.285167910389,-469.489225218062,-681.658788090283,-684.982629620521,-597.822696096403,-482.025019514835,-700.217028878895
-364.512337467216,-716.053529725293,-301.243021013183,-331.192043173707,-476.058960120167,-688.425835563362,-692.351360145044,-607.98338035806,-489.332901286858,-708.95751730701
-366.490313399383,-720.430449376021,-305.8390140479,-336.126084353474,-482.673350152752,-695.244998726327,-699.79029667953,-618.262132446132,-496.7231481785,-717.841622858979
-368.491207723526,-724.832246437464,-310.460997069492,-341.087213293565,-489.332658085846,-702.117071938102,-707.301116832671,-628.65696849062,-504.198979732102,-726.87194502613
-370.514792098556,-729.25879257216,-315.108853763216,-346.075357059751,-496.037156393197,-709.042888959939,-714.88557269674,-639.166002029522,-511.76387396035,-736.049042625688
-372.560843235625,-733.709937995456,-319.782472848226,-351.090447854339,-502.787127405417,-716.02332427275,-722.545488778771,-649.787465360969,-519.421579551156,-Inf
-374.629142756148,-738.18326715323,-324.481747960891,-356.13242293659,-509.58286347048,-723.059294350029,-730.28275871143,-660.519724465181,-527.176122927115,-Inf
-376.719477054582,-Inf,-329.20657754363,-361.201224548733,-516.424667118835,-730.151759356111,-738.089526213189,-671.361288939044,-535.031807042631,-Inf
-378.831637165761,-Inf,-333.956864739015,-366.296799847426,-523.31285122986,-737.301219072476,-Inf,-682.310818147518,-542.99319778841,-Inf
-380.965418636649,-Inf,-338.732517288946,-371.419100840481,-530.247739195795,-Inf,-Inf,-693.367124565375,-551.06509286137,-Inf
-383.120621402337,-Inf,-343.533447438668,-376.568084328754,-537.229665078684,-Inf,-Inf,-704.529175077716,-559.252467271227,-Inf
-385.297049666129,-Inf,-348.35957184546,-381.743711853032,-544.258973755086,-Inf,-Inf,-715.796090834982,-567.560389873174,-Inf
-387.494511783581,-Inf,-353.210811491797,-386.945949645837,-551.336021042598,-Inf,-Inf,-727.167146133751,-575.993907282844,-Inf
-389.712820150336,-Inf,-358.08709160282,-392.174768588011,-558.461173801335,-Inf,-Inf,-738.643401738837,-584.557896134024,-Inf
-391.951791093625,-Inf,-362.988341567952,-397.430144170016,-565.634810002648,-Inf,-Inf,-Inf,-593.25689219326,-Inf
-394.211244767309,-Inf,-367.914494866517,-402.712056457841,-572.857318756345,-Inf,-Inf,-Inf,-602.094914098967,-Inf
-396.491005050312,-Inf,-372.865488997194,-408.020490063452,-580.129100286663,-Inf,-Inf,-Inf,-611.075306998637,-Inf
-398.790899448343,-Inf,-377.84126541121,-413.355434119726,-587.450565846169,-Inf,-Inf,-Inf,-620.20063253191,-Inf
-401.110758998788,-Inf,-382.841769449107,-418.716882259799,-594.822137555652,-Inf,-Inf,-Inf,-629.472623898716,-Inf
-403.450418178635,-Inf,-387.866950280994,-424.104832600786,-602.244248156938,-Inf,-Inf,-Inf,-638.892210504335,-Inf
-405.809714815358,-Inf,-392.916760850158,-429.519287731844,-609.717340664513,-Inf,-Inf,-Inf,-648.459602086382,-Inf
-408.18849000062,-Inf,-397.991157819934,-434.960254706529,-617.241867900783,-Inf,-Inf,-Inf,-658.174412975698,-Inf
-410.586588006716,-Inf,-403.090101523737,-440.427745039439,-624.818291898937,-Inf,-Inf,-Inf,-668.035805112749,-Inf
-413.003856205655,-Inf,-408.213555918162,-445.921774707121,-632.447083156679,-Inf,-Inf,-Inf,-678.042631920122,-Inf
-415.440144990771,-Inf,-413.361488539076,-451.442364153244,-640.128719723666,-Inf,-Inf,-Inf,-688.193571048185,-Inf
-417.895307700803,-Inf,-418.533870460606,-456.98953829802,-647.863686105477,-Inf,-Inf,-Inf,-698.487239852749,-Inf
-420.36920054632,-Inf,-423.730676256963,-462.563326551908,-655.65247196739,-Inf,-Inf,-Inf,-708.92229194888,-Inf
-422.861682538439,-Inf,-428.951883967035,-468.163762833588,-663.495570622343,-Inf,-Inf,-Inf,-719.497496044971,-Inf
-425.372615419744,-Inf,-434.197475061665,-473.790885592252,-671.393477289294,-Inf,-Inf,-Inf,-730.211802670484,-Inf
-427.901863597316,-Inf,-439.467434413582,-479.444737834228,-679.346687111007,-Inf,-Inf,-Inf,-741.09112960784,-Inf
-430.449294077826,-Inf,-444.761750269912,-485.125367153974,-687.35569292406,-Inf,-Inf,-Inf,-Inf,-Inf
-433.014776404594,-Inf,-450.080414227218,-490.832825769491,-695.420982778877,-Inf,-Inf,-Inf,-Inf,-Inf
-435.598182596561,-Inf,-455.423421209043,-496.567170562208,-703.543037213778,-Inf,-Inf,-Inf,-Inf,-Inf
-438.199387089104,-Inf,-460.790769445883,-502.328463121383,-711.722326294486,-Inf,-Inf,-Inf,-Inf,-Inf
-440.818266676625,-Inf,-466.182460457585,-508.116769793103,-719.959306439184,-Inf,-Inf,-Inf,-Inf,-Inf
-443.45470045686,-Inf,-471.598499038109,-513.932161733934,-728.254417200805,-Inf,-Inf,-Inf,-Inf,-Inf
-446.108569776847,-Inf,-477.038893242635,-519.774714969316,-736.608536819013,-Inf,-Inf,-Inf,-Inf,-Inf
-448.779758180495,-Inf,-482.503654376993,-525.64451045677,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-451.468151357695,-Inf,-487.992796989381,-531.541634154021,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-454.173637094935,-Inf,-493.506338864351,-537.466177092123,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-456.896105227349,-Inf,-499.044301019059,-543.418235453688,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-459.63544759217,-Inf,-504.606707701752,-549.397910656333,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-462.391557983528,-Inf,-510.193586392474,-555.405309441447,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-465.164332108548,-Inf,-515.804967806011,-561.440543968399,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-467.953667544718,-Inf,-521.440885897029,-567.503731914312,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-470.759463698466,-Inf,-527.101377867441,-573.594996579519,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-473.581621764921,-Inf,-532.786484175973,-579.714466998839,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-476.420044688815,-Inf,-538.496248549944,-585.862278058795,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-479.274637126484,-Inf,-544.230717999268,-592.038570620906,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-482.145305408937,-Inf,-549.98994283267,-598.243491651193,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-485.031957505961,-Inf,-555.773976676141,-604.477194356022,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-487.934502991221,-Inf,-561.582876493629,-610.739838324418,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-490.852853008328,-Inf,-567.416702609995,-617.031589676967,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-493.786920237848,-Inf,-573.275518736223,-623.352621221436,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-496.736618865209,-Inf,-579.159391996937,-629.703112615217,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-499.701864549498,-Inf,-585.068392960203,-636.083250534681,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-502.682574393092,-Inf,-591.002595669667,-642.493228851546,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-505.678666912132,-Inf,-596.962077679037,-648.933248816316,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-508.69006200778,-Inf,-602.946920088932,-655.403519248831,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-511.716680938253,-Inf,-608.957207586113,-661.904256735946,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-514.758446291616,-Inf,-614.993028485144,-668.435685836325,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-517.815281959285,-Inf,-621.054474772481,-674.998039292294,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-520.887113110251,-Inf,-627.141642153023,-681.591558248635,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
